ARTICULO,VENTAS UNIDADES TOTALES,VALORES VENTAS TOTALES,VENTAS SEMANALES PROMEDIO TOTAL POR UNIDAD,REGION,FECHA,SEMANA,# SEMANA,MES,AÑO
7501058784346,1.468,301.973,2.068,TOTAL AUTOS SCANNING MEXICO,2023-07-03,26-23,26,7,2023
7891035040276,47.708,601.45,21.945,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501025402051,59.381,2058.481,25.885,TOTAL AUTOS SCANNING MEXICO,2023-06-19,24-23,24,6,2023
7501025401917,1.546,103.681,2.944,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025401887,0.562,12.737,3.193,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025401894,0.362,12.198,2.549,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025401900,2.689,116.877,2.289,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025412401,0.005,0.142,5.0,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025405885,1.716,44.137,3.628,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025401801,39.522,604.123,23.808,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025405090,101.221,1533.933,35.983,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025401795,35.749,821.764,18.174,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025405212,59.994,1276.937,26.569,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025401252,5.356,46.379,103.0,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501021160726,0.283,12.15,5.549,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100469,3.686,58.498,7.842,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501058716422,0.076,5.039,2.054,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
737128127004,0.095,1.17,2.375,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100292,1.99,56.432,4.053,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025402235,3.302,120.932,5.918,TOTAL AUTOS SCANNING MEXICO,2023-06-19,24-23,24,6,2023
7501025402242,8.692,311.94,8.915,TOTAL AUTOS SCANNING MEXICO,2023-06-19,24-23,24,6,2023
7501025412142,0.454,64.934,3.361,TOTAL AUTOS SCANNING MEXICO,2023-06-19,24-23,24,6,2023
7501681100018,0.513,4.38,36.643,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100087,1.151,34.477,15.554,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100438,0.3,5.549,4.615,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100766,7.142,211.932,12.313,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100445,0.13,2.708,4.063,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100223,25.985,775.492,21.672,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
75016811006502,0.031,0.191,3.444,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
75016811006432,0.088,0.554,4.19,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681101299,0.283,2.756,6.902,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025408404,0.525,58.785,5.899,TOTAL AUTOS SCANNING MEXICO,2023-06-19,24-23,24,6,2023
7501026030109,0.014,0.361,1.75,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
737128247009,0.126,1.02,3.316,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100254,5.66,93.281,8.324,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7503000256017,0.001,0.01,1.0,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100674,0.798,53.592,3.424,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
75016811006501,0.031,0.406,3.444,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501205412122,9.834,302.756,8.82,TOTAL AUTOS SCANNING MEXICO,2023-06-19,24-23,24,6,2023
7501681100421,5.279,91.607,11.09,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058796851,9.717,168.931,24.112,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501681100209,1.544,46.148,21.151,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501058714596,56.939,704.321,24.984,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7503002319536,4.687,508.352,3.808,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058716088,0.326,56.522,1.918,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058757791,3.458,631.453,3.529,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058715364,0.006,0.135,3.0,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058752772,0.655,16.834,6.824,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058716477,0.515,13.21,10.519,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058757548,10.947,426.062,9.81,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7503002319529,19.811,1137.654,7.843,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
75010587865481,0.001,0.047,1.0,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
75010587865481,0.001,0.048,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010587928082,0.003,0.028,1.0,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058712813,0.001,0.058,1.0,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501681100513,25.773,291.669,26.819,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
75016811006431,0.088,1.125,4.19,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501025412104,13.693,223.112,12.001,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100384,2.964,38.025,10.7,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
7501681100773,15.159,279.192,13.681,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
77026262042081,12.415,147.403,14.606,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058784346,3.158,516.72,3.49,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058796868,10.571,183.655,26.694,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058796585,0.484,45.055,3.123,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058796837,0.002,0.042,1.0,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7891035040191,0.009,0.116,1.125,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058751188,2.933,319.034,3.061,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058716095,0.265,43.993,1.636,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501058751461,1.38,253.417,2.509,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
75010587949562,0.018,0.488,1.286,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010587965781,0.123,5.572,2.158,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716453,0.001,0.07,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058796844,0.304,5.828,12.65,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7503002319536,4.838,467.387,3.998,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716088,0.398,56.84,1.869,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058757791,2.946,564.856,3.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058715364,0.01,0.225,3.333,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058752772,0.516,14.632,5.432,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716477,0.436,8.152,8.72,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058757548,9.251,349.226,8.558,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100216,1.458,43.576,20.535,TOTAL AUTOS SCANNING MEXICO,2022-08-28,34-22,34,8,2022
75010587927781,0.005,0.365,1.0,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501021160719,1.89,99.077,3.573,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75016811006502,0.036,0.225,4.5,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7891035040276,39.822,499.2,19.578,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058796851,7.722,122.137,19.452,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058714596,50.266,626.227,22.037,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7891035040191,0.012,0.199,1.714,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025405106,17.914,565.807,14.505,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401313,7.806,444.525,10.339,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405076,0.286,2.808,8.171,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
75016811006431,0.292,4.085,8.848,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100292,2.197,62.952,4.25,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100384,2.675,34.385,9.692,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100773,16.91,299.012,15.701,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100209,0.704,24.526,9.915,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100216,0.713,24.782,10.333,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100087,0.42,14.623,6.0,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100438,0.228,6.275,3.304,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100766,8.766,260.725,12.541,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100445,0.189,5.396,4.021,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501058796844,0.195,4.236,8.478,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058796868,9.536,150.998,23.661,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058784346,2.703,433.579,3.147,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7702626213774,4.571,234.22,3.007,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716095,0.3,42.63,1.667,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401948,37.997,942.766,28.569,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501058751188,3.135,301.547,3.249,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058796837,0.008,0.168,1.333,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010587949702,0.002,0.041,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058715883,1.173,283.525,2.278,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058712813,0.007,0.409,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716422,0.219,14.371,2.547,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
77026262042081,11.982,129.446,13.418,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058784353,6.524,584.021,3.476,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716439,0.0,0.007,0.1,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716064,0.161,20.906,1.66,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010587949631,0.012,1.407,1.714,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010587927781,0.042,5.877,1.4,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058757630,2.111,214.968,3.238,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058753441,14.559,336.259,8.021,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100223,28.61,857.226,22.76,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
75016811006432,0.292,2.012,8.848,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025412005,10.726,804.307,7.739,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
75010254509841,0.646,8.342,8.075,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401801,28.572,464.992,18.41,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405090,90.174,1504.526,32.251,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401795,42.773,938.725,21.451,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405212,68.641,1471.455,30.643,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401252,6.336,55.455,124.235,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501021160726,0.279,12.066,5.471,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501021160719,2.152,113.237,3.809,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
75016811006501,0.036,0.477,4.5,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100421,5.265,91.31,10.789,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405885,2.785,60.669,4.485,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025411992,28.871,749.005,12.172,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010587928082,0.031,0.702,1.632,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7503002319529,17.612,947.765,7.125,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7702626213774,6.718,374.081,4.074,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
75000615,286.701,3988.544,95.313,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501058784353,6.805,682.436,3.448,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501681100674,0.827,50.079,3.504,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401900,3.296,138.249,2.484,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501058713780,0.001,0.029,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401894,0.529,17.604,2.606,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100254,6.854,112.69,9.275,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025411893,8.512,321.606,6.528,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025412005,11.262,788.635,8.033,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025409470,1.905,112.182,4.974,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025412012,0.317,31.539,5.87,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010254509842,0.646,14.204,8.075,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100513,15.133,237.552,14.263,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100469,3.466,55.001,7.102,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100674,0.762,49.907,3.432,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401887,0.531,11.563,3.382,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401931,21.957,256.329,39.42,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405151,58.93,1034.403,22.458,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401863,2.597,169.49,2.566,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401832,3.431,70.707,4.972,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401849,0.538,17.979,2.512,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401856,3.819,157.399,2.654,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401917,1.393,91.786,2.86,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501058713780,0.005,0.077,5.0,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405076,1.588,12.419,21.459,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75010254509842,0.266,5.849,5.115,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401931,19.956,232.688,36.416,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100773,15.666,279.941,14.532,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100209,0.947,31.326,13.338,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100216,0.866,28.687,12.028,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100087,0.658,21.709,9.139,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100438,0.497,11.347,5.287,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100766,7.661,228.76,11.383,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100445,0.177,4.655,5.057,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100223,25.151,752.034,20.616,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75016811006502,0.029,0.182,3.222,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75016811006432,0.47,3.064,9.039,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100018,0.503,4.228,45.727,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681101299,0.108,1.597,2.25,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501071904424,10.943,231.152,7.93,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
3045206360609,0.127,13.729,1.649,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058716064,0.095,8.883,2.5,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
75016811006501,0.029,0.386,3.222,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
8411660210036,0.342,23.054,1.977,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100384,2.57,33.045,9.211,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100292,2.184,62.567,3.928,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
75016811006431,0.47,6.222,9.039,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025400958,0.001,0.005,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025402051,112.183,3454.145,55.317,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025402242,21.346,682.112,16.22,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501205412122,12.14,327.767,11.097,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025406561,24.027,568.653,18.525,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025412135,6.806,306.566,7.24,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025406578,8.065,324.885,9.969,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025412104,15.739,243.867,13.418,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025412784,9.904,188.542,8.665,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100513,16.229,254.493,15.515,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025400941,0.03,0.712,2.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025402235,9.642,307.832,10.504,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025450212,65.031,1576.065,154.468,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025405311,6.406,95.383,116.473,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401306,0.441,54.274,6.041,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100254,6.951,115.329,9.146,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501681100469,3.635,57.823,7.086,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501058757630,2.139,243.306,3.212,TOTAL AUTOS SCANNING MEXICO,2022-11-06,44-22,44,11,2022
7501025405151,62.184,1084.417,23.991,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401993,24.937,757.706,102.201,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401863,2.566,165.306,2.76,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
8410907050053,0.087,6.102,1.891,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
8411660210036,0.327,22.291,1.739,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
8411660210012,0.137,9.218,2.045,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
8411660210029,0.336,21.668,1.714,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401993,5.602,175.036,33.545,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025402051,142.923,4392.428,62.221,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025402235,9.64,308.676,9.959,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025402242,20.42,655.85,14.575,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025408404,1.034,103.297,14.986,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501205412122,12.007,325.664,10.616,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025406561,31.043,691.083,23.99,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025412135,5.15,238.016,5.586,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
3045200760009,1.245,66.571,3.458,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
8410907050053,0.168,11.326,2.667,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501071903854,0.025,0.356,5.0,TOTAL AUTOS SCANNING MEXICO,2022-10-16,41-22,41,10,2022
8411660210012,0.147,9.32,2.042,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
8411660210029,0.371,24.078,1.846,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7702137007169,1.55,100.176,1.949,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501071902086,10.026,275.654,5.979,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501681100216,0.86,25.509,12.111,TOTAL AUTOS SCANNING MEXICO,2022-01-30,04-22,4,1,2022
7501025412401,0.001,0.027,1.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401832,3.408,68.94,5.012,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401849,0.624,20.495,2.678,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401856,4.395,169.585,2.922,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401917,1.433,91.935,2.86,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401887,0.68,13.966,4.199,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501071903878,5.02,156.317,6.129,TOTAL AUTOS SCANNING MEXICO,2022-07-10,27-22,27,7,2022
7501025401894,0.582,19.118,2.658,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025405885,2.751,62.542,4.525,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401900,3.741,147.807,2.623,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025400422,0.002,0.042,2.0,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401801,30.759,489.289,20.13,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025405090,89.919,1472.326,32.769,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401795,36.28,815.938,20.055,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025405212,67.945,1518.877,30.731,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
7501025401252,3.018,28.987,59.176,TOTAL AUTOS SCANNING MEXICO,2022-06-19,24-22,24,6,2022
